text,year,month,day,hour,minute,week_num,num_of_day,num_of_week
 @jirolian 仙台30 つけめん有 ,2016,9,16,12,8,5,260,37
 ラーメン二郎 仙台店 只今の並びは約30人！本日つけ麺あります。12:33 @jirolian pic.twitter.com/ovlSod6UfM ,2016,9,14,12,33,3,258,37
 二郎仙台店只今の並びは12人 12:45 つけ麺あります  @jirolian ,2016,9,13,12,46,2,257,37
 @jirolian 仙台店 小雨の降る中、約30人待ち pic.twitter.com/4MvcxlAPny ,2016,9,13,11,54,2,257,37
 ラーメン二郎 仙台店 只今の並びは26人、仙台店の日曜日の営業は19時30分までです。ご来店予定の方はお早めにお願いします。17:57 @jirolian pic.twitter.com/DOH99W7Izf ,2016,9,11,17,57,0,255,37
 @jirolian 仙台 16:33   9人待ち ,2016,9,11,16,33,0,255,37
 @jirolian 仙台 19:13  6人待ち つけ麺あり ,2016,9,8,19,13,4,252,36
 二郎仙台店只今の並びは11人11:50 雨の中並んでいます  @jirolian ,2016,9,8,11,57,4,252,36
 @jirolian 仙台店 待ち18人 ,2016,9,7,18,7,3,251,36
 ラーメン二郎 仙台店 只今の並びはもるせがさん含め約30人！13:13 @jirolian pic.twitter.com/vah0Exc5N9 ,2016,9,6,13,14,2,250,36
 @jirolian 仙台店 16:10 10人待ち pic.twitter.com/IeMM76Urb9 ,2016,9,4,16,10,0,248,36
 ラーメン二郎 仙台店 開店16分前 只今の並びは25人！11:14 @jirolian pic.twitter.com/gfQVRZCxXm ,2016,9,3,11,14,6,247,35
 二郎仙台店 只今の並びは22人 11:24  @jirolian ,2016,9,2,11,24,5,246,35
 仙台 11:20 20名位 ,2016,9,2,11,21,5,246,35
 ラーメン二郎 仙台店 只今の並びは9人！本日つけ麺あります！13:22 @jirolian pic.twitter.com/EETqMhyTg1 ,2016,9,1,13,22,4,245,35
 二郎仙台店 只今の並びは21人11:42  @jirolian ,2016,9,1,11,42,4,245,35
 @jirolian 18:47 仙台 30人前後？不動産屋の左側の信号手前まで伸びてる・・・ ,2016,8,31,18,47,3,244,35
 @jirolian 仙台 待ち15人〜20ほど ,2016,8,31,13,31,3,244,35
 @jirolian  12時21分 仙台店25人待ち 二郎Tシャツ着て行ったらイケメン店主さんに素敵なTシャツですねって言われた！ 小豚野菜ニンニクアブラ 暴力的なビジュアルで興奮しました うーまーいー(藤岡弘、氏流のまいうー) pic.twitter.com/03KYOGkzct ,2016,8,31,12,26,3,244,35
 ラーメン二郎 仙台店 只今の並びは26人！本日つけ麺あります！12:23 @jirolian pic.twitter.com/JQPrvKLk7q ,2016,8,31,12,23,3,244,35
 @jirolian 11時24分現在 仙台店 開店待ち25名ほど。 仙台店こんなに並びキツイのかー。。 それにしても熱くて日差しが強い 焼ける。 pic.twitter.com/7UhSi7pIsl ,2016,8,31,11,25,3,244,35
 @jirolian 11:20 仙台 30人弱？ 不動産屋の前まで到達 ,2016,8,31,11,21,3,244,35
 ラーメン二郎 仙台店 只今の並びは約18人！仙台店の日曜日の営業は19時30分までです。ご来店予定の方はお早めにお願いします。19:10 @jirolian pic.twitter.com/5jUXsETdDs ,2016,8,28,19,10,0,241,35
 二郎仙台店只今の並びは36人13:27  @jirolian ,2016,8,28,13,28,0,241,35
 @jirolian ラーメン二郎 仙台店 只今の並びは29人！ 12:05  記念の30店舗目です。 ,2016,8,28,12,6,0,241,35
 仙台二郎Twitter開始！ @jirolian @jiro_sendai1023 ,2016,8,27,17,32,6,240,34
 ラーメン二郎 仙台店 開店3分前 只今の並びは約40人！ 本日つけ麺あります！11:27 @jirolian pic.twitter.com/wIsol0x1Id ,2016,8,25,11,28,4,238,34
 仙台20くらい。つけ麺あります＼(^o^)／ ,2016,8,23,12,26,2,236,34
 ラーメン二郎 仙台店 只今の並びは25人！1今日のスープはド乳化でメッチャ美味しかったです！17:27  @jirolian pic.twitter.com/XZcS2Hto3s ,2016,8,21,17,29,0,234,34
 @jirolian 仙台店 11:11 23人待ち 体感気温33°C こんなに暑くてラーメン食べれるかな？ pic.twitter.com/IbMnH0vG2s ,2016,8,21,11,11,0,234,34
 @jirolian 仙台店 19:28  8人待ち ,2016,8,19,19,28,5,232,33
 二郎仙台店只今の並びは22名12:12  @jirolian ,2016,8,19,12,12,5,232,33
 @jirolian  カレーのにおいが今日も仄かに香る ラーメン二郎 仙台店 11:30の並びはざっと30人 (｀･ω･´)ゞ ,2016,8,19,11,28,5,232,33
 @jirolian 仙台二郎について質問です。木曜の祝日だと、つけ麺はやってないですかね？ ,2016,8,18,17,30,4,231,33
 @jirolian 仙台店 18:17  19人待ち ,2016,8,17,18,17,3,230,33
 ラーメン二郎 仙台店 開店12分前 只今の並びは20人！11:18 @jirolian pic.twitter.com/9q7F9EDrIw ,2016,8,17,11,18,3,230,33
 @jirolian 仙台店 11:06 19人待ち pic.twitter.com/w3I2Flu9KO ,2016,8,17,11,6,3,230,33
 ラーメン二郎 仙台店 只今並びは0人で大チャンスです！ビッグウェーブが来ています！イケメン店主さんも皆様のご来店を首を長〜くしてお待ちしています！17:56  @jirolian pic.twitter.com/JTs50RFhrF ,2016,8,7,17,57,0,220,32
 @jirolian 仙台店 17:20  14人待ち 本日、お盆前最終日で豚、麺販売に2人待ちです。 pic.twitter.com/IsHEx7uTWL ,2016,8,7,17,21,0,220,32
 ラーメン二郎 仙台店 只今の並びは14人！日曜日にしては少ない並びです。日曜日は19時30分までの営業になります。17:19  @jirolian pic.twitter.com/baU0jXMsca ,2016,8,7,17,19,0,220,32
 @jirolian 仙台 並び20 1905 ,2016,8,6,19,5,6,219,31
 @jirolian #ラーメン二郎 #二郎行列チェッカー 仙台店 約20人 待ち ,2016,8,4,19,56,4,217,31
 @jirolian 仙台どんなか分かる人いますか？ ,2016,8,4,18,47,4,217,31
 ラーメン二郎 仙台店 只今の並びは9人！仙台店昼の部は14時30分までですが、あと1ロットくらい大丈夫そうです！14:41  @jirolian pic.twitter.com/022kbbXjKK ,2016,8,4,14,41,4,217,31
 @jirolian 仙台 シャッター待ち横断歩道まで 1133 ,2016,8,4,11,33,4,217,31
 @jirolian 仙台30 ,2016,8,2,20,52,2,215,31
 二郎仙台店只今の並びは12人12:44   @jirolian ,2016,8,2,12,44,2,215,31
 @jirolian 1541仙台二郎 待ち0 ,2016,7,31,15,41,0,213,31
 ラーメン二郎 仙台店 只今の並びは4人！メッチャ少ない並びです。皆様チャンスです！13:21 @jirolian pic.twitter.com/SnmkHFz2VX ,2016,7,31,13,21,0,213,31
 ラーメン二郎仙台店 只今の並びは28人 本日つけ麺あります。11:55 @jirolian pic.twitter.com/uxF17AETRg ,2016,7,29,11,55,5,211,30
 二郎仙台店只今の並びは29人12:53  @jirolian ,2016,7,27,12,53,3,209,30
 ラーメン二郎 仙台店 只今の並びは35人！本日つけ麺あります。12:15 @jirolian pic.twitter.com/peZv7wFmdM ,2016,7,27,12,15,3,209,30
 @jirolian 仙台店 11:30 交差点まで約40人待ち ポン吉さんとマッコロさんはPPです。 pic.twitter.com/4yhVzNWaWR ,2016,7,26,11,30,2,208,30
 ラーメン二郎 仙台店 只今の並びは15人、日曜日にしては少ない並びです。日曜日の仙台店は19時30分までの営業です。18:01  @jirolian pic.twitter.com/tDFjyILesl ,2016,7,24,18,2,0,206,30
 @jirolian 仙台13:32  20人くらい待ち ,2016,7,22,13,32,5,204,29
 ラーメン二郎 仙台店 只今の並びはじろりーまんさんも含め18人！本日つけ麺あります。 @jirolian pic.twitter.com/rj0aVI3VEx ,2016,7,21,13,22,4,203,29
 二郎仙台店只今の並びは26人11:44  @jirolian ,2016,7,20,11,44,3,202,29
 @jirolian 仙台店 12:49 約20人待ち pic.twitter.com/4VWwwZ1tXc ,2016,7,14,12,49,4,196,28
 二郎仙台店只今の並びは23人13:03  @jirolian ,2016,7,13,13,4,3,195,28
 ラーメン二郎 仙台店 只今の並びは約30人！本日つけ麺あります。12:25 @jirolian pic.twitter.com/ktcfTktaNe ,2016,7,13,12,25,3,195,28
 @jirolian 仙台店 13:37  約18人待ち  マッコロさん、J師匠、黒糖さんと一緒です。 pic.twitter.com/WvZYCRu5QY ,2016,7,12,13,37,2,194,28
 ラーメン二郎 仙台店！只今の並びは16人！本日つけ麺あります！ 13:29  @jirolian pic.twitter.com/MBe05uZzm5 ,2016,7,12,13,30,2,194,28
 @jirolian 仙台 10:50 6名 ,2016,7,10,10,50,0,192,28
 @jirolian 仙台 開店前1人 10:13 ,2016,7,10,10,13,0,192,28
 ラーメン二郎 仙台店 開店20分前 只今の並びは12人！16:40 @jirolian pic.twitter.com/4Uo7SfhVZK ,2016,7,9,16,40,6,191,27
 @jirolian 仙台店 12:45   約15人待ち つけ麺有り pic.twitter.com/L5F2SK8VLE ,2016,7,6,12,44,3,188,27
 ラーメン二郎 仙台店 只今の並びは約30人！つけ麺あります。12:08  @jirolian pic.twitter.com/bOUJTXQlx0 ,2016,7,6,12,9,3,188,27
 ラーメン二郎 仙台店 只今の並びは約40人！日曜日の仙台店は19時30分までの営業です！18:46 @jirolian pic.twitter.com/Oyz6uULDtJ ,2016,7,3,18,46,0,185,27
 二郎仙台店只今の並びは13人13:11  @jirolian ,2016,7,1,13,11,5,183,26
 @jirolian 仙台店 19:33  30人ｵｰﾊﾞｰ ,2016,6,29,19,33,3,181,26
 @jirolian 仙台店 14:24人待ち つけ麺は先ほど終了（涙） pic.twitter.com/flcVwenWTh ,2016,6,29,14,24,3,181,26
 ラーメン二郎 仙台店 只今の並びは約40人！並び多めです！11:46 @jirolian pic.twitter.com/qYf0RJNqeH ,2016,6,29,12,47,3,181,26
 @jirolian 仙台店並び12人1850 ,2016,6,28,18,51,2,180,26
 ラーメン二郎 仙台店 只今の並びは約35人！日曜日の仙台店は19:30分までの営業です。ご来店予定の方はお早めにお願いします！19:06 @jirolian pic.twitter.com/VTkXprqtoq ,2016,6,26,19,6,0,178,26
 @jirolian #ラーメン二郎 #二郎行列チェッカー 仙台店 40人くらい ,2016,6,25,11,51,6,177,25
 ラーメン二郎 仙台店 只今の並びは20人！本日つけ麺あります！11:45(写真は開店前)  @jirolian pic.twitter.com/CA8iGgByHJ ,2016,6,24,11,46,5,176,25
 @jirolian 仙台店 12:41 6人待ち  本日昼の部、つけ麺有ります pic.twitter.com/YX5vvTnklv ,2016,6,23,12,41,4,175,25
 ラーメン二郎 仙台店 只今の並びは8人！仙台店にしては非常に少ない並びです！ 皆様、仙台店チャンスです！ご来店お待ちしています！  @jirolian pic.twitter.com/urHjqfaYgz ,2016,6,22,12,17,3,174,25
 二郎仙台店只今の並びは10人12:31   @jirolian ,2016,6,21,12,31,2,173,25
 ラーメン二郎 仙台店 開店前 只今の並びは28人！土曜日にしては少ない並びです！11:29 @jirolian pic.twitter.com/CWBYwUUq8w ,2016,6,18,11,30,6,170,24
 @jirolian 仙台店 11:26開店17人待ち pic.twitter.com/3cPXEwfRG8 ,2016,6,17,11,26,5,169,24
 @jirolian 開店直後 並び5人 仙台店 ,2016,6,16,17,11,4,168,24
 二郎仙台店只今の並びは2人13:18  @jirolian ,2016,6,16,13,18,4,168,24
 @jirolian 仙台店オープン 16人入店 外待ち5､6人 11:45 ,2016,6,16,11,46,4,168,24
 ラーメン二郎 仙台店 現在 並び無し、店内空席ありです。仙台店昼の部の営業は14:30までです！ 皆様、仙台店チャンスです！ご来店お待ちしています！ 13:56 @jirolian pic.twitter.com/Sm0T9LfX3v ,2016,6,14,13,57,2,166,24
 @jirolian 仙台 10:55 快晴 13人ほど。 ,2016,6,11,10,55,6,163,23
 @jirolian 仙台店、12人1750 ,2016,6,9,17,49,4,161,23
 @jirolian 仙台店 14:16空席有りで直ぐ入店できます。 ,2016,6,9,14,16,4,161,23
 ラーメン二郎 仙台店 只今の並びは11人！並び少ないです！今日はチャンスです！  @jirolian pic.twitter.com/259T1b0h9l ,2016,6,9,12,21,4,161,23
 ラーメン二郎 仙台店 只今の並びは約20人12:28  @jirolian pic.twitter.com/mDRQ1plKRl ,2016,6,8,12,28,3,160,23
 @jirolian ラーメン二郎 仙台店10人待ち 15:10 ,2016,6,5,15,10,0,157,23
 @jirolian 仙台店開店前 10:20  4人待ち ,2016,6,5,10,20,0,157,23
 @jirolian  ラーメン二郎仙台店17:45 目測20ちょっとの並び ,2016,6,4,17,48,6,156,22
 @jirolian 仙台店、並び13人 ,2016,6,2,18,27,4,154,22
 ラーメン二郎 仙台店 開店15分前 只今の並びは12人！今のところ並び人数は少なめです。11:15  @jirolian pic.twitter.com/8QEWQjD43C ,2016,6,2,11,15,4,154,22
 ラーメン二郎 仙台店 只今の並びは25人！12:11 @jirolian pic.twitter.com/2VnssPzzSb ,2016,6,1,12,11,3,153,22
 仙台店 12:00 約20人待ち pic.twitter.com/qsOZu1toBP ,2016,6,1,12,1,3,153,22
 ラーメン二郎 仙台店 開店14分前 只今の並びは8人！まだファーストロットに入れます！11: 16 @jirolian pic.twitter.com/0KNN14U1Zg ,2016,5,31,11,16,2,152,22
 ラーメン二郎 仙台店！只今の並びは9人！この時間！並びはメッチャ少ないです！仙台店チャンスです！皆様のご来店をお待ちしております！17:03  @jirolian pic.twitter.com/lFBbxRviLD ,2016,5,29,17,3,0,150,22
 @jirolian 仙台店 11:14  約30人待ち pic.twitter.com/iggBKFaUbR ,2016,5,29,11,14,0,150,22
 @jirolian 仙台店 21:00 閉店時間にもかかわらず、30人位待ち pic.twitter.com/ouY1DhMYZE ,2016,5,28,21,8,6,149,21
 ラーメン二郎 仙台店！開店20分前 只今の並びは15人！16:40  @jirolian pic.twitter.com/chwVUXH7Oj ,2016,5,28,16,40,6,149,21
 ラーメン二郎 仙台店 開店16分前、只今の並びは13人！11:14  @jirolian pic.twitter.com/qzMRxIKjrX ,2016,5,27,11,14,5,148,21
 @jirolian ラーメン二郎 仙台店 17時57分現在並び無しです。 大ラーメン ヤサイニンニクアブラ 満腹。 ごっそさんでした。 pic.twitter.com/iqZppbzQgV ,2016,5,25,17,57,3,146,21
 @jirolian 仙台 17時23分現在16人並びです。 弱い雨がパラついてます。 pic.twitter.com/ypKCMLYQG7 ,2016,5,25,17,23,3,146,21
 ラーメン二郎 仙台店 只今の並びは約35人！仙台店の日曜日営業は19時30分までです。今日は並びが多めなので、ご来店予定の方はチョイ早めに来られる事をオススメします。17:26  @jirolian pic.twitter.com/nkvxy8ZD19 ,2016,5,22,17,26,0,143,21
 @jirolian 仙台店 14:50  ６人待ち pic.twitter.com/ixAQotLVvY ,2016,5,22,14,50,0,143,21
 @jirolian 仙台40人目に接続！ ,2016,5,21,13,29,6,142,20
 @jirolian 仙台店 14:05  3人待ち pic.twitter.com/jyzAUV1vMo ,2016,5,20,14,5,5,141,20
 ラーメン二郎 仙台店 開店1時間10分前 只今の並びは1人   仙台店は11時30分開店です！10:20  @jirolian pic.twitter.com/sHehbVfKpE ,2016,5,19,10,20,4,140,20
 ラーメン二郎 仙台店 只今の並びは25人！仙台店の日曜日の営業は19時30分までです！間も無く閉店です！皆様！お急ぎ下さい！19:15   @jirolian pic.twitter.com/SVRJFJ3ltA ,2016,5,15,19,15,0,136,20
 ラーメン二郎 仙台店 只今の並びは15人！少ない並びです！11:49  @jirolian pic.twitter.com/Z8Jh4Eq4jP ,2016,5,12,11,49,4,133,19
 @jirolian 仙台店 13:30 待ち無し 空席あり pic.twitter.com/9aLSCtTbpr ,2016,5,10,13,32,2,131,19
 ラーメン二郎 仙台店 只今の並びは20人！17:23 @jirolian pic.twitter.com/S2JDKBePYE ,2016,5,8,17,23,0,129,19
 @jirolian 仙台店 シャッター 2人 ,2016,5,5,16,19,4,126,18
 @jirolian 仙台70くらい。豚あり。 ,2016,5,4,12,38,3,125,18
 @jirolian 雨上がりの仙台 待ちは信号まで…３０人オーバーです ,2016,5,4,11,45,3,125,18
 @jirolian 仙台店 10:45  7人待ち pic.twitter.com/ogksNcC4bn ,2016,5,4,10,46,3,125,18
 @jirolian 仙台店に来ました 只今の待ちは２５人前後です ,2016,5,3,20,7,2,124,18
 ラーメン二郎 仙台店 只今の並びは約50人！今日は火曜なので平日営業と同じです。昼の部は14:30までです。夜の部は17:00〜21:00までです。お間違えのないようにお気をつけ下さい。13:05  @jirolian pic.twitter.com/i6WheA0cfN ,2016,5,3,13,5,2,124,18
 ラーメン二郎 仙台店 只今の並びは約40人！今日は並びが全く減りません！>_< 14:58    @jirolian pic.twitter.com/Agt5oSRqK5 ,2016,5,1,14,59,0,122,18
 @jirolian 仙台店 13:14 ほぼ若者30人待ち pic.twitter.com/JAmMUkIiG0 ,2016,5,1,13,14,0,122,18
 ラーメン二郎 仙台店 只今の並びは3人！かなり少ない並びです！皆様、是非いらして下さい！13:12 @jirolian pic.twitter.com/EWVqt2uSEp ,2016,4,28,13,13,4,119,17
 @jirolian  雨の仙台店11:15  5人の並び  僕は店前通過のみで行けず。。。 ,2016,4,28,11,27,4,119,17
 二郎仙台店只今の並びは10人 12:34 @jirolian ,2016,4,27,12,34,3,118,17
 @jirolian 仙台待ち10くらい？ ,2016,4,26,17,34,2,117,17
 @jirolian 仙台　外待ち５０　1935 涼しい ,2016,4,23,19,36,6,114,16
 @jirolian 仙台店 18:27 約36人待ち pic.twitter.com/xFgfW1GjeY ,2016,4,23,18,27,6,114,16
 ラーメン二郎 仙台店 只今の並びは25人！13:50  @jirolian pic.twitter.com/EZLxxm5679 ,2016,4,16,13,50,6,107,15
 ラーメン二郎 仙台店 只今の並びは16人！12:23  @jirolian pic.twitter.com/tkuUbwuSNW ,2016,4,14,12,23,4,105,15
 @jirolian 仙台店 10:32 待ち３人 PPは4bassさんです。 ,2016,4,14,10,34,4,105,15
 @jirolian 仙台 待ち20人ぐらい ,2016,4,12,17,49,2,103,15
 @jirolian 仙台店 18:57  19人待ち ,2016,4,9,18,57,6,100,14
 ラーメン二郎 仙台店 只今の並びは約15人！仙台店 昼の部は14時30分までです！間もなく昼の部終了です！14:25 @jirolian pic.twitter.com/AnIIIlOZHh ,2016,4,9,14,27,6,100,14
 @jirolian  快晴の仙台店 12:10 7､8人の並び ,2016,4,9,12,15,6,100,14
 ラーメン二郎 仙台店 只今の並びは7人！11:59  @jirolian pic.twitter.com/1kPOTzVhnN ,2016,4,7,12,0,4,98,14
 @jirolian  本日 雨の仙台店 5人の並び 開店前11:20 ,2016,4,7,11,25,4,98,14
 @jirolian 仙台外待ち15 ,2016,4,6,18,28,3,97,14
 ラーメン二郎 仙台店 只今の並びは4人！17:46  @jirolian pic.twitter.com/EZDZ6oDmbq ,2016,4,3,17,46,0,94,14
 @jirolian 仙台店  待ち6  14:55 ,2016,4,3,14,57,0,94,14
 @jirolian 仙台店 14:44 14人待ち pic.twitter.com/UrN9UtWZNo ,2016,4,3,14,45,0,94,14
 @jirolian 仙台、開店1時間前待ち2。 ,2016,4,2,10,22,6,93,13
 @jirolian 仙台開店待ち 21人 1130 ,2016,4,1,11,30,5,92,13
 ラーメン二郎 仙台店 只今の並びは10人！19:22 @jirolian pic.twitter.com/LQRSnj43vl ,2016,3,31,19,22,4,91,13
 @jirolian #ラーメン二郎 #二郎行列チェッカー 仙台店 8人 待ち ,2016,3,31,19,19,4,91,13
 ラーメン二郎 仙台店 只今の並びは9人！どうしようかなぁー、もう一杯食べようかなぁー、昼に食べたばかりだしなぁ、もうちょっと散歩してから考えよう。18:12   @jirolian pic.twitter.com/qx3C2qWiv3 ,2016,3,31,18,12,4,91,13
 @jirolian #ラーメン二郎 #二郎行列チェッカー 仙台店 25人 待ち ,2016,3,31,12,2,4,91,13
 ラーメン二郎 仙台店 開店前只今の並びは9人！11:15   @jirolian pic.twitter.com/if8MFjGuYd ,2016,3,31,11,15,4,91,13
 ラーメン二郎 仙台店 只今の並びは20人！12:31 @jirolian pic.twitter.com/WAz06LCSsk ,2016,3,30,12,31,3,90,13
 @jirolian 仙台 店待ち約30人。 ,2016,3,30,11,57,3,90,13
 @jirolian 1325仙台30弱 ,2016,3,29,13,24,2,89,13
 ラーメン二郎 仙台店 只今の並びは9人17:39  @jirolian pic.twitter.com/Bk3WU48ZlR ,2016,3,27,17,39,0,87,13
 @jirolian ラーメン二郎仙台店、只今の並び０人 ,2016,3,27,16,26,0,87,13
 ラーメン二郎 仙台店 只今の並びは35人！18:39 @jirolian pic.twitter.com/bBG8s7276b ,2016,3,26,18,39,6,86,12
 ラーメン二郎 仙台店 開店前只今の並びは21人！11:18  @jirolian pic.twitter.com/7eCozhfUG9 ,2016,3,22,11,19,2,82,12
 @jirolian 仙台店 10:59  4人待ち pic.twitter.com/KavJFAAZvZ ,2016,3,22,11,0,2,82,12
 ラーメン二郎 仙台店 只今の並びは25人17:20 @jirolian pic.twitter.com/y28D0JurkT ,2016,3,20,17,20,0,80,12
 @jirolian 仙台店  18:18  18人待ち pic.twitter.com/FEuwb8qncR ,2016,3,17,18,19,4,77,11
 ラーメン二郎 仙台店 只今の並びは25人！ 12:17  @jirolian pic.twitter.com/Ou9DBiVRgu ,2016,3,16,12,18,3,76,11
 @jirolian 仙台店 18:48 約25人待ち pic.twitter.com/u7StxAYLkx ,2016,3,15,18,49,2,75,11
 @jirolian  1816仙台 外待ち26名(・∀・) ,2016,3,15,18,17,2,75,11
 @jirolian  1255仙台店 車道待ち丁度30名(・∀・) ,2016,3,15,12,55,2,75,11
 ラーメン二郎 仙台店 只今の並びは20人！ @jirolian pic.twitter.com/qZuBdc8WSm ,2016,3,13,17,54,0,73,11
 @jirolian 仙台店 13:22 18人待ち pic.twitter.com/BFJJuo3Wam ,2016,3,13,13,24,0,73,11
 @jirolian 仙台二郎、開店30分前、10人待ち。開店前は相変わらず緩めですな。 ,2016,3,13,11,0,0,73,11
 @jirolian 仙台店 25人程の並び13:05 ちょっと寒いっす!! pic.twitter.com/yfRPkctF83 ,2016,3,12,13,5,6,72,10
 @gourme7777 @jirolian 仙台。次は札幌？ pic.twitter.com/yXlU3HcvGF ,2016,3,9,11,29,3,69,10
 @jirolian 仙台二郎 11時20分 31人待ちだぜ ,2016,3,9,11,20,3,69,10
 @jirolian 今日は仙台に来ちゃいました…只今の並びは既に２０人こえております 風が冷たいー ,2016,3,9,11,7,3,69,10
 @jirolian #ラーメン二郎 #二郎行列チェッカー 仙台店 23人 待ち ,2016,3,8,17,31,2,68,10
 ラーメン二郎 仙台店 只今の並びは25人！11:48  @jirolian pic.twitter.com/wqEAaX68R3 ,2016,3,8,11,48,2,68,10
 @jirolian 仙台店 10:59 開店待ち7人 pic.twitter.com/KswLRVhxhj ,2016,3,8,10,59,2,68,10
 ラーメン二郎 仙台店 只今の並びは4人！かなり空いています！ 16:16 @jirolian pic.twitter.com/qxdP4JJptj ,2016,3,6,16,17,0,66,10
 @jirolian 仙台 1057 並び15人ほど。まだ駐車場入り口超えてない ,2016,3,5,10,58,6,65,9
 ラーメン二郎 仙台店 只今の並びは20人 12:20 @jirolian pic.twitter.com/tJBdsAIElf ,2016,3,2,12,20,3,62,9
 ラーメン二郎 仙台店 只今の並びは15人！17:23 @jirolian pic.twitter.com/ProartNBYn ,2016,2,28,17,23,0,59,9
 @sendaiten @jirolian とんぼ返りで仙台店さん！(@_@;;; ,2016,2,26,17,50,5,57,8
 ラーメン二郎 仙台店 只今の並びは15人！17:10  @jirolian pic.twitter.com/byLFIDbVqO ,2016,2,26,17,11,5,57,8
 @jirolian 仙台店  17:09 待ち11人 ,2016,2,26,17,8,5,57,8
 @momozou941 @jirolian  今日はチーム仙台の変態助平チワワ軍団で栃木遠征です！ ,2016,2,26,11,37,5,57,8
 @jirolian 仙台店本日夜の部お休みです。メルマガより ,2016,2,25,16,7,4,56,8
 @jirolian 仙台店 1830 8人待ち〜♪ ,2016,2,24,18,30,3,55,8
 ラーメン二郎 仙台店 只今の並びは約20人 12:23  @jirolian pic.twitter.com/38PyqSOgW9 ,2016,2,24,12,23,3,55,8
 @jirolian 仙台店 24人＋鍋二郎なお客さん 1800 ,2016,2,23,18,1,2,54,8
 ラーメン二郎 仙台店 只今の並びは約30人！17:19 @jirolian pic.twitter.com/VfnYC9dtmC ,2016,2,21,17,19,0,52,8
 @jirolian 仙台 昨日でカリカリ無くなってしまったので今日はカリカリできないっす ,2016,2,21,15,18,0,52,8
 @jirolian 仙台店 昨日カリカリ大盛況で本日カリカリは有りません。 ,2016,2,21,12,7,0,52,8
 @jirolian 仙台店11:16 25人待ち 今日もカリカリしちゃう？ ,2016,2,21,11,17,0,52,8
 @jirolian 仙台店17:30  待ち16人 本日ｶﾘｶﾘ君ありです ,2016,2,20,17,31,6,51,7
 ラーメン二郎 仙台店 只今の並びは約20人！この時間にしてはかなり空いています！12:48 @jirolian pic.twitter.com/n3AqmUdrRJ ,2016,2,17,12,48,3,48,7
 @jirolian 仙台店11:40 15人程の並び  以上、偵察隊より (｀･ω･´)ゞ ,2016,2,17,11,43,3,48,7
 ラーメン二郎 仙台店 只今の並びは10人です！日曜日にしてはかなり少ないです！13:18 @jirolian pic.twitter.com/ZoSZ1yV9Gq ,2016,2,14,13,18,0,45,7
 ラーメン二郎 仙台店 只今の並びは20人！12:44  @jirolian pic.twitter.com/BLNd6M7snN ,2016,2,14,12,45,0,45,7
 ラーメン二郎 仙台店 只今の並びは約35人！18:42 @jirolian pic.twitter.com/JwC4IKVurb ,2016,2,11,18,42,4,42,6
 ラーメン二郎 仙台店 只今の並びは35人！12:24  @jirolian pic.twitter.com/tsofsW7o69 ,2016,2,10,12,25,3,41,6
 @jirolian 仙台 45人待ち 12::00 ,2016,2,9,12,3,2,40,6
 ラーメン二郎 仙台店 只今の並びは17人！16:56  @jirolian pic.twitter.com/gnHoqr25d3 ,2016,2,7,16,56,0,38,6
 @jirolian 仙台店 16:58 25人位待ち ,2016,2,6,16,58,6,37,5
 ラーメン二郎 仙台店 只今の並びは20人！13:15  @jirolian pic.twitter.com/Dw34TJaIlU ,2016,2,4,13,16,4,35,5
 ラーメン二郎 仙台店 只今の並びは約30人！仙台店 日曜日の営業は19時30分までです。間も無く食券が買えなくなります。 19:26  @jirolian pic.twitter.com/KogxkaJlqG ,2016,1,31,19,26,0,31,5
 ラーメン二郎 仙台店 開店前 只今の並びは14人！今ならまだセカンドロットに入れます。16:55  @jirolian pic.twitter.com/Vr60S8Oc15 ,2016,1,30,16,55,6,30,4
 @jirolian 仙台開店待ち20超 ,2016,1,29,17,4,5,29,4
 ラーメン二郎 仙台店 只今の並びは5人！仙台店 昼の部は14時30分まで、間も無く昼の部終了です。14:30   @jirolian pic.twitter.com/4HzONXaBM3 ,2016,1,29,14,33,5,29,4
 @jirolian 仙台店 13:00 26人の並び ,2016,1,28,13,6,4,28,4
 @jirolian 仙台 1954 約40人 ,2016,1,27,19,54,3,27,4
 ラーメン二郎 仙台店 只今の並びは20人！12:16  @jirolian pic.twitter.com/47sz6mwc89 ,2016,1,27,12,17,3,27,4
 ラーメン二郎 仙台店 只今の並びは7人！メッチャ空いています！17:05 @jirolian pic.twitter.com/MSQqfqyFBi ,2016,1,24,17,5,0,24,4
 ラーメン二郎 仙台店 只今の並びは31人！12:33  @jirolian pic.twitter.com/8sy435U5uI ,2016,1,20,12,33,3,20,3
 @jirolian 仙台店 不動産屋 開店前1117 ,2016,1,17,11,18,0,17,3
 @jirolian 仙台二郎信号付近 ,2016,1,16,19,1,6,16,2
 @jirolian 仙台 1653 開店待ち約20人 ,2016,1,16,16,54,6,16,2
 @jirolian 仙台店約50人待ち 13:27 ,2016,1,16,13,27,6,16,2
 @jirolian 仙台20人待ち。。18:03 ,2016,1,14,18,3,4,14,2
 ラーメン二郎 仙台店 只今の並び約20人！12:11 @jirolian pic.twitter.com/ILDHdOoZhz ,2016,1,14,12,11,4,14,2
 @jirolian 仙台店 27人 1705 ,2016,1,13,17,6,3,13,2
 @jirolian 仙台店 24人 1702 ,2016,1,12,17,3,2,12,2
